Ticket,Real,Prediccion_SVM,Confianza,Accion
desanclar cuentas de correo,Ingenieros TI,ABM,0.5693583939508877,Agente IA
despacho litoral noviembre pdfs,Aplicaciones,Aplicaciones,0.6167738714084621,Agente IA
acceso a eo via citrix adolfo ampuero,Aplicaciones,Aplicaciones,0.47814508547064594,Agente IA
detalle revision cuotas descuentos  bbmm,Aplicaciones,Aplicaciones,0.5180234872785723,Agente IA
contraseña caducada meridian usuario arturo sepúlveda,Técnico TI,Técnico TI,0.6874128471353842,Agente IA
problemas con word,Soporte de Campo,Soporte de Campo,0.71892369131242,Agente IA
despacho junio litoral pdfs,Aplicaciones,Aplicaciones,0.5375294880287099,Agente IA
actualizarclavesap,DBA,Aplicaciones,0.376388314814981,Agente IA
correo institucional de scarlett,ABM,Ingenieros TI,0.7010676770175269,Agente IA
cambio de pass ibertone,MDA,Aplicaciones,0.46573084524934294,Agente IA
modificaciones chq  autoridad,Aplicaciones,Desarrollo de Sistemas y Proyectos Tecnológicos,0.4536006821093757,Agente IA
credencial de dominio,MDA,ABM,0.3625330014055718,Agente IA
solicito gestionar abm de carlos solis,ABM,ABM,0.5872426177333981,Agente IA
credenciales meridian web,Técnico TI,Técnico TI,0.4591480486675004,Agente IA
habililtar roaming y accesos sistema compaa a gerentes,Telecomunicaciones,Telecomunicaciones,0.653407297776678,Agente IA
ingreso a mgs,DBA,Desarrollo de Sistemas y Proyectos Tecnológicos,0.3659771448720921,Agente IA
accesos sqlprosec,ABM,ABM,0.5120185131872175,Agente IA
has recibido un documento contractual firmado a través de onedrive,Soporte de Campo,Soporte de Campo,0.7185755604217435,Agente IA
servicios enerquinta  nueva firma,Aplicaciones,Aplicaciones,0.45202017417590107,Agente IA
error en outlook,Soporte de Campo,Soporte de Campo,0.7218328637070953,Agente IA
mensaje al iniciar ingreso,Soporte de Campo,Soporte de Campo,0.5831831082732463,Agente IA
instalacin sql y visual studio,Soporte de Campo,Soporte de Campo,0.6476835473693235,Agente IA
acceso vpn a mi equipo remoto,Soporte de Campo,Ingenieros TI,0.5993862183762589,Agente IA
fw rv aplicaciones a ped,Aplicaciones,Ingenieros TI,0.214347856461372,Agente IA
carga perfil y traspaso data claudia vilugron,Soporte de Campo,Soporte de Campo,0.30671506839736135,Agente IA
open smartflex,Soporte de Campo,DBA,0.48672723287988845,Agente IA
problem of laptop,Soporte de Campo,Soporte de Campo,0.44301388965316013,Agente IA
alerta de seguridad,Ingenieros TI,Ciberseguridad,0.5390746427594196,Agente IA
problema para acceder a meridian power user,Soporte de Campo,Soporte de Campo,0.40727367211133786,Agente IA
web tickets httpsservicedeskchilquintascl,Técnico TI,Técnico TI,0.5439016862499325,Agente IA
re tecnored bodegas  accesos a prd equipo msp,ABM,ABM,0.342471980891558,Agente IA
actualizacion vpn,Soporte de Campo,Soporte de Campo,0.5380884494879944,Agente IA
problema beneficios medicos,Soporte de Campo,MDA,0.639778865570192,Agente IA
problemas ingreso fagfi  ctng,Aplicaciones,Aplicaciones,0.7386119531623981,Agente IA
habilitar funcionalidad,Aplicaciones,Aplicaciones,0.6865834931315078,Agente IA
correo 2025,Soporte de Campo,Soporte de Campo,0.4023115515669215,Agente IA
informacion cuenta expirada,MDA,MDA,0.5311686893988702,Agente IA
consulta,MDA,MDA,0.5940658749024682,Agente IA
evaluacin de proyectos capex telecomunicaciones y ti 2025,Aplicaciones,Soporte de Campo,0.3559795131631822,Agente IA
glpiasociar grupo resolutor a usuarios,Técnico TI,ABM,0.43887133043528276,Agente IA
gisred acceso gisred ticket 20077,ABM,Sistemas GIS,0.5759736976449524,Agente IA
clientes dx star 072025,Aplicaciones,Aplicaciones,0.6582371024764696,Agente IA
problemas de conexin de red presencial,Soporte de Campo,Soporte de Campo,0.6624924302889704,Agente IA
consulta acceso sap,Soporte de Campo,ABM,0.27839489326240474,Agente IA
dominio  fabelec,Técnico TI,Soporte de Campo,0.28664327293446235,Agente IA
abmgrupaladexus  acceso monitoreo prtg y pandora 21022024xlsx,ABM,Ingenieros TI,0.5950254980166515,Agente IA
urgente rv chilquinta,Aplicaciones,Ingenieros TI,0.4236837938897673,Agente IA
tti problemas en star caiv 112025 chilquinta,Técnico TI,Aplicaciones,0.571845418357991,Agente IA
asistencia con rackeo de servidor,Ingenieros TI,Soporte de Campo,0.46879383764850296,Agente IA
cgeusuario fw credenciales hesmdms,AMI,AMI,0.6151047546356262,Agente IA
reinstalacion cliente citrix usuario jorge frez brantes,Soporte EO,Aplicaciones,0.7160580784931826,Agente IA
problemas con orm,DBA,Soporte de Campo,0.38738467346420036,Agente IA
infra revisin lentitud scs plus  sqlprosec,Ingenieros TI,Ingenieros TI,0.47817401368848794,Agente IA
no registra ticket,Técnico TI,Soporte de Campo,0.5737812888731894,Agente IA
files waiting to be downloaded  onenote,Soporte de Campo,Ingenieros TI,0.6530630869203188,Agente IA
transferencia cuenta carlos del pino  solicita ayuda para abonar cuenta castigada prod 123403,Aplicaciones,Aplicaciones,0.7462543841918174,Agente IA
recuperar información del usuario,Soporte de Campo,MDA,0.3056016086843487,Agente IA
cerrar ticket 28327,MDA,Aplicaciones,0.35440389308381476,Agente IA
creacin de cables de red,Ingenieros TI,ABM,0.33494880408739025,Agente IA
asistencia fernando sandoval,Telecomunicaciones,Telecomunicaciones,0.3947758369117893,Agente IA
viticos,Aplicaciones,Desarrollo de Sistemas y Proyectos Tecnológicos,0.7340332329150248,Agente IA
abm nueva trabajadora paula muoz  tc,ABM,ABM,0.4930191730658317,Agente IA
problema acceso osf,Aplicaciones,Soporte de Campo,0.6456588292129422,Agente IA
solicitud gisred escritorio,Sistemas GIS,ABM,0.3570544187422175,Agente IA
espacio en servidor dtereclamprd,Ingenieros TI,Ingenieros TI,0.7291421479655269,Agente IA
acceso mgs  atención comercial histórica sinco,DBA,Aplicaciones,0.4392149675570915,Agente IA
problemas para acceder a glpi,DBA,Soporte de Campo,0.5074663014341184,Agente IA
atencin mfa y vpn a correo,Soporte de Campo,Ingenieros TI,0.6850751406233573,Agente IA
rv gestiones electros,DBA,DBA,0.2753967392413545,Agente IA
nueva consulta orm carga externa ajusta lectura v2,Aplicaciones,Aplicaciones,0.5802801788695223,Agente IA
se poetas  credencial meridian,Técnico TI,ABM,0.5552457575381146,Agente IA
contraseña caducada meridian,MDA,Técnico TI,0.5894282821662896,Agente IA
orm no actualizado,DBA,Aplicaciones,0.5127315548934973,Agente IA
fw acceso veeam one especialistas provectis,ABM,ABM,0.5683890105649801,Agente IA
problemas con orm,Aplicaciones,Soporte de Campo,0.38738467346420036,Agente IA
habilitar vpn n ortiz,Ingenieros TI,Ingenieros TI,0.5231525802987256,Agente IA
sin acceso a orm,Aplicaciones,MDA,0.37390984124829485,Agente IA
sin acceso al correo,MDA,MDA,0.7439549517245329,Agente IA
solicitud clave para aplicacin lectura,DBA,DBA,0.3858596547601622,Agente IA
problemas con cuenta de usuario creyess,Soporte de Campo,ABM,0.36323763733621944,Agente IA
problemas ingreso scada,Ingenieros TI,Ingenieros TI,0.38444231371030607,Agente IA
control de cambios  dmzfilprd  portal web filiales,Ingenieros TI,Aplicaciones,0.4700295697339276,Agente IA
solicitud n 10 cambio de contraseña correo electronico abel cabrera,ABM,Ingenieros TI,0.3979857248597405,Agente IA
correo corporativo proyecto melipilla,ABM,ABM,0.5130366892776297,Agente IA
cerrar vsec que no son de la distribuidora,Aplicaciones,Aplicaciones,0.5871432372227579,Agente IA
28 agosto 2025 despacho electrnico  error pdf  luzlinares,Aplicaciones,Aplicaciones,0.6450764397555572,Agente IA
favor atender urgente,Soporte de Campo,Aplicaciones,0.4840846651035015,Agente IA
autorizacion visualizacion de ticket,DBA,MDA,0.6969760597722718,Agente IA
coneccion remota putty y filezilla,Soporte de Campo,Soporte de Campo,0.6221481821939164,Agente IA
falta pdf que modifica archivos,Soporte de Campo,Aplicaciones,0.446506342725524,Agente IA
suplencia sap,DBA,DBA,0.4655310935243233,Agente IA
problemas con el sistema,Soporte de Campo,Soporte de Campo,0.4983099641245863,Agente IA
bloqueo ioc en trellix  malware guloader y lokibot,Ingenieros TI,Ingenieros TI,0.622765834084222,Agente IA
revisión servicio glpi,Soporte de Campo,Aplicaciones,0.48648868099796266,Agente IA
problema de acceso a open y orm usuario ipizarro,DBA,DBA,0.37889130373288854,Agente IA
anlisis requerimiento  visualizacin de ordenes cobranzas,Aplicaciones,Seguimientos IMA,0.43690179158087394,Agente IA
cuenta expirada,Técnico TI,Técnico TI,0.23003612741759025,Agente IA
reprocesar factura manual en dte,DTE,DTE,0.7367734784279153,Agente IA
acceso tecno a server nominas,Soporte de Campo,ABM,0.512362487728287,Agente IA
actualizacin cuentas y accesos a jorge corrotea diaz,ABM,ABM,0.5611093042871206,Agente IA
email  requerimiento urgencia alta,Ingenieros TI,Ingenieros TI,0.4880635564004836,Agente IA
tti acceso sharepoint  paola andrea muoz castao,Técnico TI,Técnico TI,0.5276949368394177,Agente IA
respaldar informacin del perfil de usuario,Soporte de Campo,Soporte de Campo,0.5266022021323512,Agente IA
perdida de informacin en email con proveedor roda energia,Ingenieros TI,Ingenieros TI,0.6600470934953954,Agente IA
solicitud cambio de número móvil,Ingenieros TI,Ingenieros TI,0.3778926402287246,Agente IA
revision ip de eugenia maldonado,Soporte de Campo,Soporte de Campo,0.6958689292342966,Agente IA
problema open,Aplicaciones,Soporte de Campo,0.5935013869073088,Agente IA
levantamiento procesos  precedencias,Aplicaciones,Aplicaciones,0.40867379431691364,Agente IA
gestion de garantia leonor espinoza,Soporte de Campo,Soporte de Campo,0.4328791825764,Agente IA
problemas kvm,Soporte de Campo,Soporte de Campo,0.7489758183195727,Agente IA
bloqueo ansitpam,Ingenieros TI,Ingenieros TI,0.45025429731256733,Agente IA
capacitaciones equipo osf  julio 2024,Seguimientos IMA,Seguimientos IMA,0.7121836516257295,Agente IA
solucin operativa ch250963405,Aplicaciones,Aplicaciones,0.7339105951567019,Agente IA
rv consulta por desinversin,Aplicaciones,Aplicaciones,0.45543319394153053,Agente IA
solicitud negociación registrada san antonio,Aplicaciones,Aplicaciones,0.6597429991083268,Agente IA
cierre ot 244257468  cliente electrodependiente,Desarrollo de Sistemas y Proyectos Tecnológicos,Desarrollo de Sistemas y Proyectos Tecnológicos,0.5246457472696325,Agente IA
problemas en acceso a mobicontrol con vpn activa,Ingenieros TI,Soporte de Campo,0.4961292337919548,Agente IA
71713  156441  51542110landiszmg310cr4,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
sistemas osf  ticket 24871  alejandro ignacio saavedra herrera  viviana jimena zamora muñoz,ABM,Soporte de Campo,0.6567684193558744,Agente IA
20221117pmmedifmarinademontemariitxt,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
cuenta dbx expirada cmelizald,DBA,Técnico TI,0.23003612741759025,Agente IA
problema al ingreso de open,Soporte de Campo,DBA,0.38818694685810695,Agente IA
rechazo solicitud n100323lote anulado n135368,Aplicaciones,Aplicaciones,0.6027081912480818,Agente IA
noc teleco ot prtgmir chilquinta l3swlagunaverde ping,Telecomunicaciones,Telecomunicaciones Operacionales,0.5116366285108749,Agente IA
vpn se desconecta cada 10 minutos desde hace 2 dias,Soporte de Campo,Ingenieros TI,0.4947535542204758,Agente IA
termino practica laboral eliminicacion de cuentas,DBA,ABM,0.5947877333699809,Agente IA
solicitud de acceso a la carpeta cidtt de los reportes power bi de nuestranet,DBA,ABM,0.3996132375547459,Agente IA
abm  solicitud de vpn para analista uxui  mara gabriela villegas  solicitud vpn,Ingenieros TI,Ingenieros TI,0.5928054426104894,Agente IA
cdigo llamadas anexo,Telecomunicaciones,Telecomunicaciones,0.4370785715975514,Agente IA
cambiaclaveosf,DBA,Aplicaciones,0.376388314814981,Agente IA
problemas con acceso a sap,Soporte de Campo,Soporte de Campo,0.5427502308785859,Agente IA
desbloqueo de celular,Técnico TI,Telecomunicaciones,0.36729566139961056,Agente IA
desconexin 10182379 sin clientes en sistema para informar a sec,Aplicaciones,Aplicaciones,0.45935923713178206,Agente IA
sin internet,Telecomunicaciones,Soporte de Campo,0.6143051031080041,Agente IA
acceso a jcperez,Aplicaciones,ABM,0.4504248314600683,Agente IA
error pep,SAP,SAP,0.42369860777345275,Agente IA
creacin de cuentas hes y mdms prd y test,AMI,AMI,0.5956641106014949,Agente IA
eliminación de correo por vacaciones,Soporte de Campo,ABM,0.5615571955817806,Agente IA
error,Soporte de Campo,Soporte de Campo,0.413023854071416,Agente IA
reactivacion de cuenta open,DBA,DBA,0.4982858450754371,Agente IA
creación cuenta en mdm,ABM,ABM,0.5825183676423458,Agente IA
ami creacin de cuenta en el portal de analticas y gestin,AMI,ABM,0.5265161449470362,Agente IA
notificación nuevo ingreso 2 parte noviembre,Soporte de Campo,Soporte de Campo,0.631891820744249,Agente IA
sitio sharepoint eletrans iii,Técnico TI,ABM,0.3763338398156846,Agente IA
solicitud de pdf,Aplicaciones,Soporte de Campo,0.6241653103174855,Agente IA
acceso a opensmart,DBA,ABM,0.4504248314600683,Agente IA
infra solicitud informacion sapiq,DBA,Ingenieros TI,0.6136177528310015,Agente IA
modificacin empresas osf  proyecto ami,ABM,Aplicaciones,0.5782934825846257,Agente IA
cuenta dominio bloqueada,MDA,MDA,0.626952427195694,Agente IA
meridian acceso meridian ticket,Meridian,Meridian,0.6065473723161178,Agente IA
correo de bienvenida  curso power bi  gdsis capacitacin,Soporte de Campo,Soporte de Campo,0.3735716269605552,Agente IA
instalar software python,Soporte de Campo,Ciberseguridad,0.5564205460319788,Agente IA
solicitud de correo para automatizar bot de pac,Técnico TI,Ingenieros TI,0.4233116357015359,Agente IA
20230907artedificiosantamariatxt,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
usuario bloqueado chilquinta,MDA,MDA,0.5260811072931731,Agente IA
reestablecer contraseña softxpert,DBA,Técnico TI,0.4205193988822204,Agente IA
acceso sap,Soporte de Campo,ABM,0.31738141977933193,Agente IA
pruebas de conexión quillota,Soporte de Campo,Soporte de Campo,0.5907544520077961,Agente IA
nueva consulta cumplimiento compromiso de cita,Aplicaciones,Desarrollo de Sistemas y Proyectos Tecnológicos,0.23701316011041618,Agente IA
problema inicio de sesin electric office,Aplicaciones,Soporte de Campo,0.6887194552896178,Agente IA
acceso opensmartflex  ticket 91585  carlos daniel gngora saavedra,ABM,ABM,0.4784566329740334,Agente IA
problemas para crear nuevo proyecto,Sistemas GIS,Soporte de Campo,0.2746968173848647,Agente IA
acceso poweron manuel guajardo  contingencia,ABM,ABM,0.38665604597509495,Agente IA
cmara y accesorios  edificio la isla,Soporte de Campo,Soporte de Campo,0.6365642984321155,Agente IA
reasignacin licencia sap,ABM,ABM,0.4860862076916727,Agente IA
dar baja medidores,Aplicaciones,Aplicaciones,0.6752872815530444,Agente IA
contacto ti chilquinta,Soporte de Campo,Ingenieros TI,0.4175749891804319,Agente IA
urgente  solicitud app para descomprimir archivos,Soporte de Campo,Soporte de Campo,0.380691843838868,Agente IA
cuenta de acceso a meridian caducada sqinqin,Técnico TI,Técnico TI,0.3676101626101837,Agente IA
bloqueo de globalprotec,Soporte de Campo,DBA,0.34334463089877,Agente IA
vpn trilliant,Ingenieros TI,Ingenieros TI,0.6793144643875886,Agente IA
sin acceso a power on,Soporte de Campo,TDO,0.5864085353733394,Agente IA
habilitar acceso a jccarras a meridian web,ABM,Meridian,0.4191597322256308,Agente IA
problema integración denuncio de hurto,Aplicaciones,Ingenieros TI,0.4287103849842389,Agente IA
ventana issue desktop,Soporte de Campo,Soporte de Campo,0.7255767221948749,Agente IA
desbloqueo de cuenta de acceso,MDA,MDA,0.5729895308811129,Agente IA
vpn credentials,Soporte de Campo,Ingenieros TI,0.6793144643875886,Agente IA
problema ingreso workstation,Soporte de Campo,Soporte de Campo,0.4224849238228627,Agente IA
revisin sap cyanezd tx ychp32000019,SAP,Soporte de Campo,0.41456830039448317,Agente IA
sistema osf lento,Aplicaciones,Aplicaciones,0.6352933120496637,Agente IA
error de envío,Ingenieros TI,Aplicaciones,0.36235137960600555,Agente IA
error al ejecutar osf por vpn,Soporte de Campo,Ingenieros TI,0.6940130370731094,Agente IA
instalacin gstarcad,Soporte de Campo,Soporte de Campo,0.6883053431655961,Agente IA
dba ticket id 9243  caso medidor que no se encuentra comunicando se asigna a unidad pedestre y luego al comunicar cambia de flag pero sigue en una ut pedestre,DBA,DBA,0.5985893546152427,Agente IA
mgs sin acceso a informe alerta de temperaturas,ABM,DBA,0.37770785005779767,Agente IA
re  rv modificación de correo,ABM,Ingenieros TI,0.472483585149918,Agente IA
habilitar team,Ingenieros TI,Soporte de Campo,0.5088721462304249,Agente IA
abmcuenta sap para almelys romero,ABM,ABM,0.4275030487817085,Agente IA
plataforma viaticos,Aplicaciones,Aplicaciones,0.6273450808007373,Agente IA
sin sistema para boletas,DTE,Aplicaciones,0.6713002894288093,Agente IA
sap ti  re favor su ayuda con cambio de estado para contabilizacin manual,Aplicaciones,SAP,0.4495146583506253,Agente IA
problema aviso activar window usuario cvalderr,Soporte de Campo,Soporte de Campo,0.46712824828228827,Agente IA
vpn bloqueada,Ingenieros TI,Ingenieros TI,0.48261852612399125,Agente IA
solicitud de acceso a open smart flex,ABM,DBA,0.37970764872895696,Agente IA
definiciones  datos manuales para star 082025 indicadores de control,Aplicaciones,Aplicaciones,0.31249700423359844,Agente IA
error orm,Aplicaciones,Aplicaciones,0.4346978999218211,Agente IA
480839,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
undeliverable  cambio de clave cuenta de red,MDA,MDA,0.6225905025802524,Agente IA
tti  ionxml modificar endpoint testing,Técnico TI,Técnico TI,0.6230500176186351,Agente IA
problema de correo,Soporte de Campo,Soporte de Campo,0.5347530872165419,Agente IA
ejemplo de cambio de potencia solicuitadakw y capacidad interruptor amp,Aplicaciones,Aplicaciones,0.5869969705656887,Agente IA
cuenta bloqueada,MDA,DBA,0.3560453541178305,Agente IA
revisión y diagnostico x lentitud,Soporte de Campo,Soporte de Campo,0.63077191882207,Agente IA
re habilitacin gisred  carolina ramirez  ejecutivo calidad y gestin comercial,MDA,ABM,0.4273131458995439,Agente IA
solicita apoyo respalda correo electrónico,Soporte de Campo,Soporte de Campo,0.5730187663430452,Agente IA
no podemos entrar a sharepoint error 404 not found,Soporte de Campo,Soporte de Campo,0.5134687252003823,Agente IA
ingreso a open,Aplicaciones,DBA,0.5197195088313429,Agente IA
arcgis,Soporte de Campo,Aplicaciones,0.376388314814981,Agente IA
problemas ingreso menu general de sistemas,DBA,ABM,0.29335510569292333,Agente IA
urgente  solicitud de activar regla  de enrolamiento mobile nuevo,Técnico TI,Aplicaciones,0.4479306686673786,Agente IA
actualizar cucofepa de clientes beneficiarios  chilquin,Aplicaciones,Aplicaciones,0.5918019775408175,Agente IA
acceso sharepointsap,ABM,ABM,0.4504248314600683,Agente IA
problemas para acceso a opensmartflex,DBA,DBA,0.5192598505858174,Agente IA
dab accesos del bot a ambiente ftp en sfoa,Ingenieros TI,Aplicaciones,0.5485184209078658,Agente IA
sin acceso a a la red,MDA,MDA,0.5115369783790028,Agente IA
acceso a escritorio remoto para xrt a patricio rebolledo,Ingenieros TI,Ingenieros TI,0.44550503809667147,Agente IA
é sap china,Soporte de Campo,Soporte de Campo,0.31735439536686183,Agente IA
infra  reinicio smarthenzaprd,Ingenieros TI,Ingenieros TI,0.6562957558663508,Agente IA
demora clvestosf,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
revisin dhcp of limache,Ingenieros TI,Soporte de Campo,0.5582284736403134,Agente IA
abrir caso  falla de cargador de base,Soporte de Campo,Soporte de Campo,0.6346466316246231,Agente IA
lector jos avila no puede ingresar a sistema lecturas,ABM,Aplicaciones,0.3234384402610391,Agente IA
conexion a eo,Sistemas GIS,Soporte de Campo,0.6495626157788784,Agente IA
alerta de apertura de perodo,DBA,Ciberseguridad,0.23761473121253288,Agente IA
reseteo clave bbmm  maria francisca elizalde,MDA,Soporte de Campo,0.27584904512627273,Agente IA
inconvenientes de conexion y otros octubre 2024,Seguimientos IMA,Seguimientos IMA,0.6487232040340306,Agente IA
problemas de conexión con tsdesa,Ingenieros TI,Ingenieros TI,0.5884889344532752,Agente IA
problema de acceso a gisred,Sistemas GIS,Sistemas GIS,0.6854992713462802,Agente IA
mul ot 20230150 solicitud de fuentes  tablero marca contactabilidad e indicador  id 209767,Técnico TI,Técnico TI,0.665280189618826,Agente IA
tec 20230342  a configuracion  cierre de caja,OT,OT,0.7185632651048878,Agente IA
mul 20260005  solicitud de fuentes  vee ami  clientes libres,OT,Técnico TI,0.7128209177343582,Agente IA
creación en clevest rodrigo talamilla,ABM,ABM,0.5800430736233657,Agente IA
habilitar citrix,Aplicaciones,Aplicaciones,0.4015008101482798,Agente IA
solicitud n 2022090988054  caducada 2022 y reingresada el año 2023,Aplicaciones,Aplicaciones,0.5820671448807054,Agente IA
problemas orm,Aplicaciones,Aplicaciones,0.5464925605936276,Agente IA
problemas acceso sap,Soporte de Campo,Soporte de Campo,0.5485262061914664,Agente IA
ingreso orm,Soporte de Campo,Aplicaciones,0.49843184050166855,Agente IA
cambiarclaveopen,DBA,Aplicaciones,0.376388314814981,Agente IA
problemas para bajar archivos adjuntos ejemplo vlc media player,Soporte de Campo,Soporte de Campo,0.6546737620609928,Agente IA
cuentabloqueada,DBA,Aplicaciones,0.376388314814981,Agente IA
formulario inscripcion cursos elearning 02062025xlsx,MDA,ABM,0.5109537123344614,Agente IA
problema con orm,Aplicaciones,Aplicaciones,0.32530457519027584,Agente IA
disponibilidad de mdpropiedad empresaproducto 646864,Aplicaciones,Aplicaciones,0.4231807647370647,Agente IA
requerimiento sec para campañas de medición 2024,Aplicaciones,Aplicaciones,0.5169955511902152,Agente IA
correo sospechoso,Soporte de Campo,Ingenieros TI,0.595726525050966,Agente IA
acceso sap  ticket 60797  paola andrea muoz castao,Soporte de Campo,DBA,0.48811480493151826,Agente IA
problema en máquina del bot0003  rbtdesaten1prd 101353672,Técnico TI,Soporte de Campo,0.38024322856501397,Agente IA
acceso opensmartflex  ticket 84322  grupal empalmes,Aplicaciones,ABM,0.496170400287166,Agente IA
error ingreso men general de sistemas,Soporte de Campo,Soporte de Campo,0.6455409761643063,Agente IA
favor dar permiso de administrador y de instalación de programas a gerente roberto lazcano,Ingenieros TI,Ingenieros TI,0.7499799803930891,Agente IA
autentificador vpn,Ingenieros TI,Ingenieros TI,0.6793144643875886,Agente IA
cambio de clave clevest,MDA,Técnico TI,0.5926525520481949,Agente IA
16122022 modificacion cierre3xlsx,Aplicaciones,Aplicaciones,0.7163954426327735,Agente IA
aviso de recepción de materiales,ABM,Aplicaciones,0.42685274718075417,Agente IA
sin sistema genesys,Soporte de Campo,Soporte de Campo,0.46948105485876673,Agente IA
problemas acceso a sharepoint,Técnico TI,Soporte de Campo,0.43663048303744884,Agente IA
vpn resetear y crear usuario,Ingenieros TI,Ingenieros TI,0.4365101049951572,Agente IA
clave acceso escritorio remoto poweron inactiva usuario rsepulve,Técnico TI,Ingenieros TI,0.48843792132298686,Agente IA
problema en teams para descargar y cargar arcivos,Soporte de Campo,Soporte de Campo,0.5219549445131774,Agente IA
epm no esta disponible en excel,Soporte de Campo,Soporte de Campo,0.7398661456108128,Agente IA
sincronizacin con mdms 19122025,Aplicaciones,Desarrollo de Sistemas y Proyectos Tecnológicos,0.5887369446964862,Agente IA
sin contraseñas open y global,DBA,Soporte de Campo,0.7499613933379711,Agente IA
respaldo correos,Soporte de Campo,Ingenieros TI,0.5432264000735394,Agente IA
sin ecceso a open,Soporte de Campo,DBA,0.4197119180158819,Agente IA
habilitar tsname sfoa0708 sala y cuentas contin,Soporte de Campo,Soporte de Campo,0.36434240112412786,Agente IA
favor revisar ppl  cx,Aplicaciones,Aplicaciones,0.5548985204895681,Agente IA
cambio nombre cuenta,Ingenieros TI,Ingenieros TI,0.4194999681771033,Agente IA
acceso httparchivososfchilquintadirectorioempresas,Aplicaciones,ABM,0.4504248314600683,Agente IA
sin accesos,Sistemas GIS,ABM,0.19596011125899362,Agente IA
problemas con citrix,MDA,Aplicaciones,0.4624289526622149,Agente IA
your mailbox is almost full,Soporte de Campo,Aplicaciones,0.376388314814981,Agente IA
duplicado de boletas 202020212022  producto 558405  id0001yam3cgm0qvd2 chilquinta quilpu,Desarrollo de Sistemas y Proyectos Tecnológicos,Desarrollo de Sistemas y Proyectos Tecnológicos,0.6495569202200209,Agente IA
documentos con datos de medidores vacio,Aplicaciones,Aplicaciones,0.6327240641088269,Agente IA
electric office no carga,Soporte de Campo,Sistemas GIS,0.3465139983110645,Agente IA
problemas con orm,DBA,Soporte de Campo,0.38738467346420036,Agente IA
visualización estado servidor backup dms  dms2,Reinicio Servidor,Ingenieros TI,0.6185036008330561,Agente IA
instalacin zip urgente proceso regulatorio sec 54379,Soporte de Campo,Soporte de Campo,0.675250804188857,Agente IA
validacion tecnica datos telefono procesos telefonos electrodependientes,Aplicaciones,Aplicaciones,0.5626615305205599,Agente IA
orm sin acceso a consultas,DBA,MDA,0.4287619307951331,Agente IA
creacin alumna en practica profesional  mara fernanda fuentes,ABM,ABM,0.5489929319722995,Agente IA
caida orm 26082025,DBA,Aplicaciones,0.41097414939673244,Agente IA
error plataforma web inmobiliaria pwi  visacin de proyecto  proyecto monofasico id 19910,Aplicaciones,Desarrollo de Sistemas y Proyectos Tecnológicos,0.6801627891873875,Agente IA
reinstalación de servicio inactivocliente 1611763 chilquintaquilpué,Aplicaciones,Soporte de Campo,0.6667931637922293,Agente IA
cuenta de sap bloqueada lucy ulloa,DBA,MDA,0.7315922907836704,Agente IA
acceso url en vpn csancheu,Ingenieros TI,Ingenieros TI,0.7326155244008973,Agente IA
reversa extraccin ley ssb en produccion chilquinta dx  122 productos,Aplicaciones,Aplicaciones,0.680030408081441,Agente IA
duplicado facturasid 0001maj82cgnvx6vse solicitan facturas de octubre del año 2022luzlinares,Aplicaciones,Aplicaciones,0.635633985834251,Agente IA
http1013520127interactionworkspacepublishhtm,Soporte de Campo,Aplicaciones,0.376388314814981,Agente IA
modificacin consulta,Aplicaciones,Aplicaciones,0.23272846650028303,Agente IA
bloqueo outlook agendamiento de salas de reunión,Ingenieros TI,Soporte de Campo,0.6372813545658794,Agente IA
cuenta bloqueada vpn raulalvaserviciosexternoscl,Ingenieros TI,Ingenieros TI,0.5044540852696155,Agente IA
fw documento modificacin de interfaces slim4,Ingenieros TI,Aplicaciones,0.5904498100908279,Agente IA
problemas de ingreso orgtc,DBA,Aplicaciones,0.4086571976604771,Agente IA
solicita acceso clictcornf,Aplicaciones,ABM,0.29940068738353215,Agente IA
gisred cuentas gisred ticket 19695,Sistemas GIS,ABM,0.571896075347851,Agente IA
clave bbmm,MDA,Aplicaciones,0.4679900770270895,Agente IA
observaciones preliminares  query electrov7sql  star 072025,Actividades Proyectos IMA,Aplicaciones,0.6897859138048815,Agente IA
sistemas con lentitud excesiva,Ingenieros TI,Aplicaciones,0.3921327314532255,Agente IA
formato html sap,Soporte de Campo,ABM,0.45349307318072923,Agente IA
vpn oanguita,Soporte de Campo,Ingenieros TI,0.6793144643875886,Agente IA
prtgmir chilquinta oficina comercial llay llay ping ping fallo request timed out error icmp  11010,Telecomunicaciones,Telecomunicaciones,0.4733961582597819,Agente IA
acceso scada a traves de vpn,Ingenieros TI,Ingenieros TI,0.7083389621781814,Agente IA
inconvenientes de conexion y otros noviembre 2024,Seguimientos IMA,Seguimientos IMA,0.6957344343238231,Agente IA
acceso proficy historian,TDO,TDO,0.46186023793263553,Agente IA
habilitar permisos para reservar sala concepcin,Ingenieros TI,ABM,0.419604243437884,Agente IA
solicita autorizacin grupo de compras c79 para claudia olate,ABM,ABM,0.5985340494106347,Agente IA
